[2016/4/10 - 13:51:51] << Ryan da dat mot hop dong Edwards S Buzikk gia $100000 , Chi tiet: bom >>
[2016/4/22 - 18:19:40] << LaoThinh LaoThinh da dat mot hop dong Kyoya Hibari gia $100000 , Chi tiet: muc >>
[2016/4/22 - 18:26:30] << Huy Pham da dat mot hop dong Thong Luu gia $100000 , Chi tiet: Khong Thuong Tiet >>
[2016/4/22 - 18:33:11] << Huy Pham da dat mot hop dong Harold Shipman gia $100000 , Chi tiet: giet >>
[2016/4/22 - 18:46:30] << Blue Kens da dat mot hop dong Dino Tien gia $50000 , Chi tiet: e >>
[2016/4/22 - 20:17:17] << Aquarius Corleone da dat mot hop dong Hardy Messi gia $50000 , Chi tiet: RIP >>
[2016/4/22 - 20:21:54] << Aquarius Corleone da dat mot hop dong NguyenQuoc Dung gia $50000 , Chi tiet: RIP >>
[2016/4/23 - 8:17:01] << beo aquarius da dat mot hop dong Anh Pham gia $50000 , Chi tiet: giet >>
[2016/4/23 - 8:46:39] << Evil.H Geniuses da dat mot hop dong Max Speed gia $100000 , Chi tiet: giét chét cm nó >>
[2016/4/23 - 8:51:50] << Yakuza Dinh da dat mot hop dong Best Skill gia $100000 , Chi tiet: Tung xe tao >>
[2016/4/23 - 10:20:30] << Doe Adens da dat mot hop dong Huyy Touliver gia $50000 , Chi tiet: giet no >>
[2016/4/23 - 13:07:10] << Nhok duy da dat mot hop dong Mafia Danh gia $50000 , Chi tiet: 1 >>
[2016/4/23 - 15:50:08] << Kody Nash da dat mot hop dong Beo Aquarius gia $50000 , Chi tiet: giet dum  >>
[2016/4/23 - 18:08:06] << Gia Bao da dat mot hop dong Thong Luu gia $500000 , Chi tiet: Chém >>
[2016/4/23 - 18:55:06] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:09] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:10] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:10] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:11] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:12] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:12] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:13] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:55:14] << PhamVan Lim da dat mot hop dong beo aquarius gia $100000 , Chi tiet: ahihi >>
[2016/4/23 - 18:58:23] << Roler.H Frand da dat mot hop dong James Pother gia $100000 , Chi tiet: dau ia~ qua' >>
[2016/4/23 - 18:58:27] << Roler.H Frand da dat mot hop dong James Pother gia $100000 , Chi tiet: dau ia~ qua' >>
[2016/4/23 - 18:58:28] << Roler.H Frand da dat mot hop dong James Pother gia $100000 , Chi tiet: dau ia~ qua' >>
[2016/4/23 - 18:58:28] << Roler.H Frand da dat mot hop dong James Pother gia $100000 , Chi tiet: dau ia~ qua' >>
[2016/4/23 - 18:58:29] << Roler.H Frand da dat mot hop dong James Pother gia $100000 , Chi tiet: dau ia~ qua' >>
[2016/4/24 - 7:47:09] << Annh Kiet da dat mot hop dong Mafia Ti gia $100000 , Chi tiet: giet >>
[2016/4/24 - 7:50:37] << Aquarius Corleone da dat mot hop dong Nguyen ThuyVy gia $100000 , Chi tiet: RIP >>
[2016/4/24 - 7:57:23] << Annh Kiet da dat mot hop dong Macolo Gambit gia $1000000 , Chi tiet: giet >>
[2016/4/24 - 8:19:04] << Aquarius Corleone da dat mot hop dong Armin Guetta gia $50000 , Chi tiet: RIP >>
[2016/4/24 - 8:27:12] << Arytom Nathan da dat mot hop dong Natt Ryder gia $50000 , Chi tiet: giet >>
[2016/4/24 - 8:27:14] << Swag Ryan da dat mot hop dong David Thang gia $1000000 , Chi tiet: ngu >>
[2016/4/24 - 8:27:46] << Kien Smiles da dat mot hop dong ZoRo Stone gia $500000 , Chi tiet: Ghet >>
[2016/4/24 - 8:29:50] << Kien Smiles da dat mot hop dong ZoRo Stone gia $100000 , Chi tiet: Ghet >>
[2016/4/24 - 8:30:38] << Aquarius Corleone da dat mot hop dong Arytom Nathan gia $50000 , Chi tiet: RIP >>
[2016/4/24 - 8:44:09] << Christopher Dudus da dat mot hop dong Kin Aremas gia $50000 , Chi tiet: Kill him >>
[2016/4/24 - 8:57:03] << Aquarius Corleone da dat mot hop dong bich trang gia $50000 , Chi tiet: RIP >>
[2016/4/24 - 9:13:54] << beo aquarius da dat mot hop dong bich trang gia $50000 , Chi tiet: giet >>
[2016/4/24 - 9:34:05] << Roler.H Frand da dat mot hop dong Dino Ti gia $1000000 , Chi tiet: lun em mo thui >>
[2016/4/24 - 9:38:14] << Roler.H Frand da dat mot hop dong Dino Ti gia $1000000 , Chi tiet: lun em mo thui >>
[2016/4/24 - 9:38:52] << Dino Ti da dat mot hop dong Kii Han.dsome gia $300000 , Chi tiet: giet >>
[2016/4/24 - 9:43:27] << Kii Han.dsome da dat mot hop dong PhamDuy Hung gia $1000000 , Chi tiet: Giet >>
[2016/4/24 - 9:52:29] << Kii Han.dsome da dat mot hop dong Dino Ti gia $1000000 , Chi tiet: Giet >>
[2016/4/24 - 9:56:31] << Dino Ti da dat mot hop dong Kii Han.dsome gia $1000000 , Chi tiet: get dit me may hop dong tao >>
[2016/4/24 - 10:09:11] << Dino Ti da dat mot hop dong Leck S gia $500000 , Chi tiet: giet. >>
[2016/4/24 - 10:11:29] << Kii Han.dsome da dat mot hop dong Dino Ti gia $1000000 , Chi tiet: . >>
[2016/4/24 - 10:18:29] << Kii Han.dsome da dat mot hop dong Dino Ti gia $1000000 , Chi tiet: 1 >>
[2016/4/24 - 10:38:06] << Red Vagos da dat mot hop dong Louisa Richard gia $50000 , Chi tiet: giet no  >>
[2016/4/24 - 11:25:28] << Jeremy Droy Haller da dat mot hop dong Kelvin tien gia $100000 , Chi tiet: hihi >>
[2016/4/24 - 12:18:30] << Kaito Chuot da dat mot hop dong LTT Dung gia $100000 , Chi tiet: Giet no >>
[2016/4/24 - 12:48:00] << Eren Jeager da dat mot hop dong Song Joong Ki gia $1000000 , Chi tiet: Song mat loz >>
[2016/4/24 - 12:48:47] << Rio SoiCa da dat mot hop dong Eren Jeager gia $100000 , Chi tiet: hiep dam  >>
[2016/4/24 - 17:37:19] << Nhok duy da dat mot hop dong Be duy gia $50000 , Chi tiet: 1 >>
[2016/4/24 - 18:22:52] << Be Ngan da dat mot hop dong Alexander Phi gia $100000 , Chi tiet: giet >>
[2016/4/24 - 18:23:02] << Be Ngan da dat mot hop dong Alexander Phi gia $100000 , Chi tiet: giet >>
[2016/4/24 - 19:19:17] << Dariok Quy da dat mot hop dong Anu.Do Ban gia $1000000 , Chi tiet: giet >>
[2016/4/24 - 20:22:44] << Nhok duy da dat mot hop dong Paul gia $100000 , Chi tiet: Giet no >>
[2016/4/24 - 20:23:12] << Zeous Robeo da dat mot hop dong Kexing gia $100000 , Chi tiet: Kexing ra day co chuyen ti >>
[2016/4/24 - 20:23:15] << Zeous Robeo da dat mot hop dong Kexing gia $100000 , Chi tiet: Kexing ra day co chuyen ti >>
[2016/4/24 - 20:23:15] << Zeous Robeo da dat mot hop dong Kexing gia $100000 , Chi tiet: Kexing ra day co chuyen ti >>
[2016/4/24 - 21:15:23] << Matthew Award da dat mot hop dong Rain Harvey gia $1000000 , Chi tiet: giettttttttttttt >>
[2016/4/25 - 1:46:41] << Derek da dat mot hop dong BeeTroll Scofied gia $50000 , Chi tiet: RIP >>
[2016/4/25 - 1:49:35] << Beo Aquarius da dat mot hop dong Dizzle McGrath gia $100000 , Chi tiet: RIP >>
[2016/4/25 - 9:31:46] << Julie Lilly da dat mot hop dong Kiet pham gia $1000000 , Chi tiet: Giet >>
[2016/4/25 - 9:37:42] << Kii Han.dsome da dat mot hop dong Dariok Quy gia $100000 , Chi tiet: Giet >>
[2016/4/25 - 9:37:55] << Yakuza Family da dat mot hop dong Kiet pham gia $50000 , Chi tiet: chem no >>
[2016/4/25 - 9:46:01] << Kii Han.dsome da dat mot hop dong Dariok Quy gia $100000 , Chi tiet: 1 >>
[2016/4/25 - 9:53:56] << Kii Han.dsome da dat mot hop dong Dariok Quy gia $100000 , Chi tiet: . >>
[2016/4/25 - 10:24:11] << Red Vagos da dat mot hop dong Louisa Richard gia $50000 , Chi tiet: cc >>
[2016/4/25 - 11:00:33] << Andy Tedd da dat mot hop dong Yakuza Max gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:01:00] << Andy Tedd da dat mot hop dong Hoa Loc gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:01:15] << Andy Tedd da dat mot hop dong HBA Staff gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:01:28] << Andy Tedd da dat mot hop dong Harrison Staff gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:01:34] << Andy Tedd da dat mot hop dong Dariok Quy gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:01:46] << Andy Tedd da dat mot hop dong Kii Han.dsome gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:01:54] << Andy Tedd da dat mot hop dong Timofei Bashkirov gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:02:01] << Andy Tedd da dat mot hop dong sang gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:02:07] << Andy Tedd da dat mot hop dong Swag Ryan gia $100000 , Chi tiet: Giet >>
[2016/4/25 - 11:02:11] << Andy Tedd da dat mot hop dong Nick Rainer gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 11:02:25] << Andy Tedd da dat mot hop dong Ercy Phantom gia $50000 , Chi tiet: Giet >>
[2016/4/25 - 20:36:55] << Yakuza Max da dat mot hop dong Yakuza Smith gia $50000 , Chi tiet: e >>
[2016/4/25 - 21:40:50] << Matthew Award da dat mot hop dong Hoang Minion gia $100000 , Chi tiet: giett >>
[2016/4/25 - 21:49:20] << Marco Reus da dat mot hop dong Phan VanTrong gia $50000 , Chi tiet: Chem' >>
[2016/4/26 - 1:04:46] << Hoang Minion da dat mot hop dong Marco Reus gia $100000 , Chi tiet: mai thi gioi chua ngu >>
[2016/4/26 - 9:32:55] << Dariok Quy da dat mot hop dong Kii Han.dsome gia $50000 , Chi tiet: rip >>
[2016/4/26 - 9:58:12] << Dariok Quy da dat mot hop dong darrel hebret gia $50000 , Chi tiet: rip >>
[2016/4/26 - 10:12:43] << Dariok Quy da dat mot hop dong Natt Lucifer gia $50000 , Chi tiet: rio >>
[2016/4/26 - 10:16:19] << Dariok Quy da dat mot hop dong HBA Staff gia $50000 , Chi tiet: rip >>
[2016/4/26 - 10:26:49] << Dariok Quy da dat mot hop dong Nguyen Cong Tien gia $100000 , Chi tiet: rip >>
[2016/4/26 - 10:30:38] << Dariok Quy da dat mot hop dong Hoang Minion gia $100000 , Chi tiet: rip >>
[2016/4/26 - 10:31:01] << Kii Han.dsome da dat mot hop dong Andy Tedd gia $1000000 , Chi tiet: Hop dong Yeu ! >>
[2016/4/26 - 10:44:42] << Dariok Quy da dat mot hop dong Kii Han.dsome gia $50000 , Chi tiet: rip >>
[2016/4/26 - 14:47:47] << EnDer Ninex da dat mot hop dong Fan Sky gia $200000 , Chi tiet: chet >>
[2016/4/26 - 19:57:29] << Willams Hanchi da dat mot hop dong PhamDuy Hung gia $50000 , Chi tiet: lao a >>
[2016/4/26 - 20:42:41] << Kyoya Hibari da dat mot hop dong Lan Em gia $100000 , Chi tiet: Giet Chet me no >>
[2016/4/26 - 20:43:02] << Kyoya Hibari da dat mot hop dong Lan Em gia $100000 , Chi tiet: Giet Chet me no >>
[2016/4/26 - 20:43:05] << Kyoya Hibari da dat mot hop dong Lan Em gia $100000 , Chi tiet: Giet Chet me no >>
[2016/4/27 - 8:26:47] << Nu.D Edwar da dat mot hop dong Kelvin tien gia $100000 , Chi tiet: rip >>
[2016/4/27 - 8:34:59] << Nu.D Edwar da dat mot hop dong Amon Mafia gia $500000 , Chi tiet: rip >>
[2016/4/27 - 8:49:18] << Willams Hanchi da dat mot hop dong Nu.D Edwar gia $500000 , Chi tiet: deo cho tao ve ha >>
[2016/4/27 - 8:55:56] << Nu.D Edwar da dat mot hop dong Nguyen.Van Tu gia $50000 , Chi tiet: rip >>
[2016/4/27 - 8:57:43] << Nu.D Edwar da dat mot hop dong Kii Han.dsome gia $50000 , Chi tiet: rip >>
[2016/4/27 - 10:05:41] << Nu.D Edwar da dat mot hop dong PhamDuy Hung gia $50000 , Chi tiet: rip >>
[2016/4/27 - 10:12:53] << Nu.D Edwar da dat mot hop dong PhamDuy Hung gia $50000 , Chi tiet: rip >>
[2016/4/27 - 10:14:29] << Nu.D Edwar da dat mot hop dong PhamDuy Hung gia $50000 , Chi tiet: rip >>
[2016/4/27 - 10:15:37] << Timofei Bashkirov da dat mot hop dong PhamDuy Hung gia $50000 , Chi tiet: lay dc cai lo tai  no , Okey >>
[2016/4/27 - 10:23:32] << PhamDuy Hung da dat mot hop dong Kody Nash gia $100000 , Chi tiet: lay con cu no va lo tai cua no >>
[2016/4/27 - 11:19:30] << Ken TuTu da dat mot hop dong Trang Osace gia $50000 , Chi tiet: giet ID:47 >>
[2016/4/27 - 14:06:42] << Phonix Miller da dat mot hop dong LaoThinh LaoThinh gia $1000000 , Chi tiet: Con cac Thang Tuan' Minion >>
[2016/4/27 - 14:06:56] << Phonix Miller da dat mot hop dong Heslos Meidec gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:00] << Phonix Miller da dat mot hop dong Shizuka Forever gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:03] << Phonix Miller da dat mot hop dong MinH tHuan gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:08] << Phonix Miller da dat mot hop dong Yakuza Sky gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:14] << Phonix Miller da dat mot hop dong Marcus Stone gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:17] << Phonix Miller da dat mot hop dong Charlie Eleazar gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:23] << Phonix Miller da dat mot hop dong Adam rock gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:29] << Phonix Miller da dat mot hop dong Yakuza Max gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:32] << Phonix Miller da dat mot hop dong Kid TJackSon gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:34] << Phonix Miller da dat mot hop dong Yakuza Thuanxep gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:37] << Phonix Miller da dat mot hop dong pham thanh ty gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:40] << Phonix Miller da dat mot hop dong Valerie Andrea gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:42] << Phonix Miller da dat mot hop dong Kiet Caribbes gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:48] << Phonix Miller da dat mot hop dong Hoang Minion gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:50] << Phonix Miller da dat mot hop dong Obama Canabis gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:54] << Phonix Miller da dat mot hop dong Mark Roys gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:07:57] << Phonix Miller da dat mot hop dong Kyoya Hibari gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:08:00] << Phonix Miller da dat mot hop dong Heal Quis gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:08:11] << Phonix Miller da dat mot hop dong Thao Vy gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:08:25] << Phonix Miller da dat mot hop dong Walking gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:08:42] << Phonix Miller da dat mot hop dong Timofei Bashkirov gia $200000 , Chi tiet: giet di em >>
[2016/4/27 - 14:08:48] << Phonix Miller da dat mot hop dong Yakuza KhanhXep gia $150000 , Chi tiet: giet di em >>
[2016/4/27 - 15:29:23] << Timofei Bashkirov da dat mot hop dong Kid Club gia $50000 , Chi tiet: lay cai lo tai no cho tao >>
[2016/4/27 - 15:30:59] << Kid Club da dat mot hop dong Timofei Bashkirov gia $50000 , Chi tiet: giet no cho ah giet dc ah cho 1 >>
